#主分类(中文)	HPO编号	名称(英文)	定义(英文)	中文译名	中文定义
代谢紊乱/稳态失衡	HP:0010930	Abnormality of monovalent inorganic cation homeostasis	An abnormality of `monovalent inorganic cation homeostasis` (GO:0055067).	单价无机阳离子稳态平衡异常	`单价无机阳离子稳态平衡`（GO:0055067）的异常。
代谢紊乱/稳态失衡	HP:0010931	Abnormality of sodium homeostasis	An abnormal concentration of `sodium` (CHEBI:29101).	钠离子稳态平衡异常	`钠离子 `（CHEBI:29101）浓度的异常。
代谢紊乱/稳态失衡	HP:0010932	Abnormality of nucleobase metabolism	An abnormality of a `nucleobase metabolic process` (GO:0009112).	核碱基代谢异常	`核碱基代谢过程`（GO:0009112）的异常。
代谢紊乱/稳态失衡	HP:0010933	Abnormality of xanthine metabolism	An abnormality of a `xanthine metabolic process` (GO:0046110).	黄嘌呤代谢异常	`黄嘌呤代谢过程`（GO:0046110）的异常。
代谢紊乱/稳态失衡	HP:0010934	Xanthinuria	An increased concentration of `xanthine` (CHEBI:15318) in the `urine` (FMA:12274).	黄嘌呤尿症	在`urine`:`xanthine`（15318 CHEBI）浓度增加（FMA:12274）。
泌尿生殖系统异常	HP:0010935	Abnormality of the upper urinary tract	An abnormality of the `upper urinary tract` (FMA:45658).	上尿路异常	上尿路的异常。
泌尿生殖系统异常	HP:0010936	Abnormality of the lower urinary tract	An abnormality of the `lower urinary tract` (FMA:45659).	下尿路异常	下尿路的异常。
骨骼系统异常,头部和颈部的异常	HP:0010937	Abnormality of the nasal skeleton	An abnormality of the `nasal skeleton` (FMA:60116).	鼻骨架异常	鼻骨架的异常
头部和颈部的异常	HP:0010938	Abnormality of the external nose	An abnormality of the `external nose` (FMA:59515).	外鼻异常	外鼻的异常。
骨骼系统异常,头部和颈部的异常	HP:0010939	Abnormality of the nasal bone	An abnormality of the `nasal bone` (FMA:52745), comprising the `left nasal bone` (FMA:53648) and the `right nasal bone` (FMA:53647).	鼻骨异常	鼻骨的异常，包括该`左鼻骨`和`右鼻骨`
骨骼系统异常,头部和颈部的异常	HP:0010940	aplasia/Hypoplasia of the nasal bone	Absence or underdevelopment of the `nasal bone` (FMA:52745).	鼻骨未发育/发育不全	#####
骨骼系统异常,头部和颈部的异常	HP:0010941	aplasia of the nasal bone	Absence of the `nasal bone` (FMA:52745).	鼻骨未发育	鼻骨缺如
心血管系统异常,胎儿产前发育或出生异常	HP:0010942	Echogenic intracardiac focus	A finding of a focus of increased echogenicity upon prenatal ultrasound examination of the fetus. The foci may be present in one or both ventricles. Echogenic intracardiac focus (EICF) is defined as a focus of echogenicity comparable to bone, in the region of the papillary muscle in either or both ventricles of the fetal heart.	心室强光点	心室强光点是因产前超声检查关注于胎儿超声回声增强而发现的。强光点可出现在一个或两个心室内。心室强光点是指胎儿心室内的、与邻近肋骨回声相似的超声现象，这种回声光点一般出现于一个或两个心室的乳突肌内。
胎儿产前发育或出生异常	HP:0010943	Echogenic fetal bowel	Echogenic bowel is defined as fetal bowel with homogenous areas of echogenicity that are equal to or greater than that of surrounding bone.	胎儿肠管回声增强	肠管回声增强是指胎儿肠管回声强度接近或高于其周围骨骼回声的强度。
泌尿生殖系统异常	HP:0010944	Abnormality of the renal pelvis	An abnormality of the `renal pelvis` (FMA:15575).	肾盂异常	肾盂的异常。
泌尿生殖系统异常,胎儿产前发育或出生异常	HP:0010945	Fetal pyelectasis	Mild pyelectasis is defined as a hypoechoic spherical or elliptical space within the renal pelvis that measures at least 5mm and not more than 10 mm. The measurement is taken on a transverse section through the fetal renal pelvis using the maximum anterior-to-posterior measurement.	胎儿肾盂扩张	轻度肾盂扩张被定义为超声检查时低回声球形或椭圆形的肾盂扩大，起码是5毫米以上但不超过10毫米。测量时取横截面，通过胎儿肾盂，采集最大前后径。
泌尿生殖系统异常	HP:0010946	Dilatation of the renal pelvis	The presence of `dilatation` (MPATH:66) of the `renal pelvis` (FMA:15575).	肾盂扩张	肾盂呈扩张状态。
心血管系统异常	HP:0010947	Abnormality of ductus venosus blood flow	The abnormal velocity or direction of blood flow in the ductus venosus， which can reflect the fetus cardiac function and overall development.	静脉导管血流异常	静脉导管中血流的速度或方向异常，可反映胎儿心功能和胎儿的整体发育状况。
心血管系统异常	HP:0010948	Abnormality of the fetal cardiovascular system	An abnormality of the fetal circulation  system or fetal echocardiogram.	胎儿心血管系统异常	胎儿循环系统异常或胎儿超声心动图发现的异常。
心血管系统异常,胎儿产前发育或出生异常	HP:0010949	Abnormality of umbilical vein blood flow	An first-trimester prenatal ultrasound finding of abnormal blood flow in the umbilical vein.	脐静脉血流异常	孕早期产前超声发现的脐静脉血流异常。
神经系统异常	HP:0010950	Abnormality of the fourth ventricle	An abnormality of the `fourth ventricle` (FMA:78469).	第四脑室异常	在`第四脑室`的异常（FMA:78469）。
神经系统异常	HP:0010951	Abnormality of the third ventricle	An abnormality of the `third ventricle` (FMA:78454 ).	第三脑室异常	在`第三脑室`的异常（FMA:78454）。
神经系统异常,胎儿产前发育或出生异常	HP:0010952	Mild fetal ventriculomegaly	A kind of `ventriculomegaly` (HP:0002119) occurring in the fetal period and usually diagnosed by prenatal ultrasound. Cerebral ventriculomegaly is defined by atrial measurements 10 mm or more. Mild ventriculomegaly (MVM) is defined as measurements between 10 and 15 mm. Measurements are obtained from an axial plane at the level of the thalamic nuclei just below the standard image to measure the BPD (pmid:16100637).	轻度胎儿脑室扩大	发生于胎儿期的脑室扩大（HP:0002119）的一种类型，通常利用产前超声诊断。脑室扩大定义为是体径10mm以上。轻度脑室扩大（MVM）定义为10至15毫米之间。从丘脑核团水平的轴位完成测量，刚好低于测量BPD（PMID:16100637）的标准图像。
神经系统异常	HP:0010953	Noncommunicating hydrocephalus	A form of `hydrocephalus` (HP:0000238) in which the flow of cerebrospinal fluid (CSF) within the cerebral ventricular system or in the outlets of the CSF to the arachnoid space is obstructed.	非交通性脑积水	引流脑脊液的脑室系统或蛛网膜下腔阻塞后导致的一种脑积水。
心血管系统异常	HP:0010954	Hypoplastic right heart	Underdevelopment of the right-sided structures of the heart.	右心发育不全	心脏的右侧结构发育不全。
泌尿生殖系统异常	HP:0010955	Dilatation of the bladder	The presence of a `dilated` (PATO:0001571) `urinary bladder` .	膀胱扩张	膀胱呈扩张状态。
泌尿生殖系统异常	HP:0010956	Fetal megacystis	Fetal megacystis is an abnormally enlarged bladder identified at any gestational age.	胎儿巨膀胱症	胎儿巨大膀胱指在任何孕周呈现的膀胱异常增大。
泌尿生殖系统异常	HP:0010957	Congenital posterior urethral valve	A developmental defect resulting in an obstructing membrane in the posterior male urethra.	先天性后尿道瓣膜	一种发育异常，导致男性后尿道发生瓣膜状阻塞。
泌尿生殖系统异常	HP:0010958	Bilateral renal agenesis	A `bilateral` (PATO:0000618) form of `agenesis` (MPATH:57) of the `kidney` (FMA:7203).	双肾缺如	双侧肾缺如。
呼吸系统异常	HP:0010959	Congenital cystic adenomatoid malformation of the lung	Congenital cystic adenomatoid malformation (CCAM) can be diagnosed prenatally if ultrasound shows a cystic or solid lung tumor. A CCAM does not have systemic arterial blood supply (in contrast to bronchopulmonary sequenstration). It is a cystic area within the lung that originates from abnormal embryogenesis.	先天性肺囊性腺瘤样畸形	先天性囊性腺瘤样畸形（CCAM）可以在产前诊断，超声可显示囊性或实性肺癌。CCAM不具有系统性动脉血液供应（与支气管肺隔离症相反），它是源自胚胎发育畸形的肺内的囊性区域。
呼吸系统异常	HP:0010960	Bronchopulmonary sequestration	The presence of microscopic cystic masses of nonfunctioning pulmonary tissue that lack an obvious communication with the tracheobronchial tree.	支气管肺隔离症	无功能肺组织的囊性肿块（显微镜下改变），与气管支气管树不相通。
呼吸系统异常	HP:0010961	Intralobar sequestration	A kind of `bronchopulmonary sequestration` that is incorporated into the normal surrounding lung.	叶内型肺隔离症	与周围正常肺成为一体的一种支气管肺隔离症。
呼吸系统异常	HP:0010962	Extralobar sequestration	A kind of `bronchopulmonary sequestration` that is completely discrete from the normal lung and is surrounded by separate pleura.	叶外型肺隔离症	支气管肺隔离症一种，它与正常的肺完全不连续，并被独立的胸膜包围。
胎儿产前发育或出生异常	HP:0010963	Absence of stomach bubble on fetal sonography	By the 14th week of gestation it is nearly always possible to visualized the fluid-filled fetal stomach bubble on prenatal sonography. This term refers to the absence of a normal fetal stomach bubble on fetal ultrasonography performed at around 16 to 20 weeks&#39; gestation.	胎儿超声下胃泡缺如	孕14周产前超声可见充盈的胎儿胃泡。这个术语指的是孕16~20周超声下胎儿胃泡未显示。
代谢紊乱/稳态失衡	HP:0010964	Abnormality of long-chain fatty-acid metabolism	An abnormality of `long-chain fatty acid` (CHEBI:15904) metabolism.	长链脂肪酸代谢异常	`长链脂肪酸`(CHEBI:15904)的代谢异常。
代谢紊乱/稳态失衡	HP:0010965	Abnormality of phytanic acid metabolism	An abnormality of `phytanic acid` (CHEBI:16285) metabolism.	植烷酸代谢异常	`植烷酸`（CHEBI:16285）的代谢异常。
代谢紊乱/稳态失衡	HP:0010966	Abnormality of fatty-acid anion metabolism	An abnormality of `fatty acid anion` (CHEBI:28868) metabolism.	脂肪酸阴离子代谢异常	`脂肪酸阴离子`（CHEBI:28868）的代谢异常。
代谢紊乱/稳态失衡	HP:0010967	Abnormality of carnitine metabolism	An abnormality of `carnitine` (CHEBI:17126) metabolism.	肉碱代谢异常	`肉碱 `（CHEBI:17126）的代谢异常。
代谢紊乱/稳态失衡	HP:0010968	Abnormality of liposaccharide metabolism	An abnormality of `liposaccharide` (CHEBI:35740) metabolism.	脂多糖代谢异常	`脂多糖`（CHEBI:35740）的代谢异常。
代谢紊乱/稳态失衡	HP:0010969	Abnormality of glycolipid metabolism	An abnormality of `glycolipid` (CHEBI:33563) metabolism.	糖脂代谢异常	`糖脂`（CHEBI:33563）的的代谢异常。
血液和造血组织异常	HP:0010970	Blood group antigen abnormality	An abnormality of an erythrocyte cell surface molecule.	血型抗原异常	红细胞的细胞表面血型分子的异常。
血液和造血组织异常	HP:0010971	Absence of Lutheran antigen on erythrocytes	Absence of the Lutheran antigen (a type I integral membrane glycoprotein) from the surface of red blood cells.	红细胞路德抗原（Lutheran抗原）缺失	红血细胞的表面上的Lutheran抗原缺失（I型整合膜糖蛋白）。
血液和造血组织异常	HP:0010972	Anemia of inadequate production	A kind of `anemia` (HP:0001903) characterized by inadequate production of erythrocytes.	红细胞 生成不足性贫血	一种以红细胞生成不足为特征的贫血（HP:0001903）。
血液和造血组织异常,免疫系统异常	HP:0010974	Abnormality of myeloid leukocytes	An abnormality of `myeloid leukocytes` (CL:0000766).	髓性白细胞异常	髓性白细胞（:0000766 CL）的异常。
血液和造血组织异常,免疫系统异常	HP:0010975	Abnormality of B cell number	A deviation from the normal count of `B cells` (CL:0000236), i.e., the cells that are formed in the bone marrow, migrate to the peripheral lymphatic system, and mature into plasma cells or memory cells.	B细胞数量异常	B细胞（CL:0000236）的数量异常。B细胞在骨髓成熟后迁移到外周血淋巴系统，并分化为浆细胞或记忆细胞。
